tipo_de_procedimiento,estado,codigo_sigaf,publicacion,cierre,ultima_actualizacion,alcaldia,detalles_procedimiento
COMPRA POR COTIZACION MENOR,Adjudicado,,06/09/2021,10/09/2021 10:00:00 AM,05/11/2021 03:12:15 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO CONSTRUCCION DE GRADAS Y ANDENES EN EL BO FRANCISCO MORENO # 3 SECTOR 3"
LICITACION POR REGISTRO,Adjudicado,,23/08/2021,06/09/2021 10:00:00 AM,14/12/2021 11:20:20 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO CONTINUACION DE ADOQUINADO Y MURO DE RETENCION DEL BARRIO LUCIDIA MANTILLA #1 HACIA EL SECTOR EL CDI BARRIO SOR MARIA ROMERO"
COMPRA POR COTIZACION MENOR,Adjudicado,,31/08/2021,04/09/2021 10:00:00 AM,07/09/2021 11:23:05 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Tierra y piedra (11110000)
compra de material de construcción para el proyecto OBRAS ANTE DESASTRES Y EMERGENCIAS CRITICAS"
LICITACION POR REGISTRO,Adjudicado,,16/08/2021,30/08/2021 10:00:00 AM,04/11/2021 04:03:37 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE CALLE BO JUAN PABLO II SECTOR LA ESCUELA GABRIELA MISTRAL (2 CUADRAS)"
COMPRA POR COTIZACION MAYOR,Adjudicado,,09/08/2021,16/08/2021 10:00:00 AM,19/11/2021 10:56:54 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO CONSTRUCCIÓN DE CANCHA MULTIUSOS COM. VILLA KOKOMO"
COMPRA POR COTIZACION MAYOR,Adjudicado,,09/08/2021,16/08/2021 10:00:00 AM,27/10/2021 04:26:49 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE CALLE DEL INTAE 1C. AL ESTE Y 1C AL NORTE (1.5 CUADRAS) BO SAN MARTIN"
COMPRA POR COTIZACION MENOR,Adjudicado,,09/08/2021,13/08/2021 10:00:00 AM,20/08/2021 12:16:44 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Lámparas y bombillas y componentes para lámparas (39100000)
Compra de material ferretero para ser utilizado en el Proyecto Mejoramiento de Parques Canchas y campos Deportivos."
COMPRA POR COTIZACION MENOR,Adjudicado,,09/08/2021,13/08/2021 10:00:00 AM,14/10/2021 11:19:13 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO MANTENIMIENTO DE CANCHA INSTITUTO NACIONAL ELISEO PICADO"
COMPRA POR COTIZACION MAYOR,Adjudicado,,02/08/2021,09/08/2021 10:00:00 AM,29/10/2021 08:40:31 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE 1. C DE CALLE EN COM. LAGUNA VERDE"
COMPRA POR COTIZACION MAYOR,Adjudicado,,02/08/2021,09/08/2021 10:00:00 AM,28/10/2021 03:20:48 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO 1. C DE CALLE BO. 02 DE MARZO"
COMPRA POR COTIZACION MENOR,Adjudicado,,23/07/2021,27/07/2021 10:00:00 AM,28/09/2021 05:15:04 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO CONSTRUCCION DE GRADAS Y ANDENES DE LOS CIEGOS 2C AL ESTE Y 1/2 CUADRA AL NORTE BO SAN FRANCISCO"
COMPRA POR COTIZACION MENOR,Adjudicado,,23/07/2021,27/07/2021 10:00:00 AM,26/08/2021 10:49:07 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO REPARACION Y MANTENIMIENTO DEL CENTRO ESCOLAR EL PROGRESO"
COMPRA POR COTIZACION MENOR,Adjudicado,,22/07/2021,26/07/2021 10:00:00 AM,26/08/2021 04:00:27 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO CONSTRUCCION DE OBRAS Y ACONDICIONAMIENTO PARA MURALES ""LEONCIO SAENZ"" EN EL TEATRO MUNICIPAL II FASE"
COMPRA POR COTIZACION MAYOR,Adjudicado,,12/07/2021,20/07/2021 10:00:00 AM,29/09/2021 08:44:02 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO MEJORAMIENTO DE PABELLON PARA USOS MULTIPLES EN ESCUELA QUEBRADA HONDA"
LICITACION POR REGISTRO,Adjudicado,,28/06/2021,12/07/2021 10:00:00 AM,05/11/2021 11:36:37 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO MODULOS COMERCIALES PLAZA RODOLFO LOPEZ"
COMPRA POR COTIZACION MENOR,Adjudicado,,08/07/2021,12/07/2021 10:00:00 AM,28/07/2021 03:57:11 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Ferretería (31160000)
compra de brujula solicitada por la dirección de proyectos"
COMPRA POR COTIZACION MENOR,Adjudicado,,05/07/2021,09/07/2021 10:00:00 AM,27/09/2021 04:23:04 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO LIMPIEZA DE POZO Y PRUEBA DE BOMBEO LOTIFICACION HEROES DE LA PAZ - PROGRAMA BISMARCK MARTINEZ"
COMPRA POR COTIZACION MAYOR,Adjudicado,,28/06/2021,05/07/2021 10:00:00 AM,10/11/2021 10:49:06 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO REPARACION Y MANTENIMIENTO DE PUESTOS DE SALUD DEL MUNICIPIO"
COMPRA POR COTIZACION MAYOR,Adjudicado,,28/06/2021,05/07/2021 10:00:00 AM,04/11/2021 04:45:58 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO MERCADITO DE ARTESANIAS"
CONTRATACION SIMPLIFICADA,Adjudicado,,28/06/2021,02/07/2021 10:00:00 AM,24/08/2021 04:19:25 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO CONSTRUCCION DE ESTADIO MUNICIPAL DE FUTBOLL CARLOS FONSECA AMADOR/componente embaldosado de juegos infantiles"
CONTRATACION SIMPLIFICADA,Adjudicado,,14/06/2021,15/06/2021 02:30:00 PM,29/10/2021 09:56:56 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO OBRAS HABITACIONALES PARA CASOS CRITICOS Y EMERGENCIAS"
LICITACION POR REGISTRO,Adjudicado,,01/06/2021,15/06/2021 10:00:00 AM,29/10/2021 04:27:14 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE CALLES BO. WALTER MENDOZA (CALLE JUAN ORTIZ, CALLE IGLESIA VISION NUEVA Y CALLE DONDE CHECHO)/ PROYECTO ADOQUINADO DE CALLES BO. WALTER MENDOZA (CALLE JUAN ORTIZ, CALLE IGLESIA VISION NUEVA Y CALLE DONDE CHECHO)"
LICITACION POR REGISTRO,Adjudicado,,01/06/2021,15/06/2021 10:00:00 AM,27/09/2021 05:09:00 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE CALLES GASOLINERA UNO 1C AL SUR 1 CUADRA AL ESTE SECTOR EL HOYO BARRIO LAS MARIAS / PROYECTO ADOQUINADO DE CALLES GASOLINERA UNO 1C AL SUR 1 CUADRA AL ESTE SECTOR EL HOYO BARRIO LAS MARIAS"
COMPRA POR COTIZACION MENOR,Adjudicado,,11/06/2021,15/06/2021 10:00:00 AM,10/11/2021 03:15:25 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO REPARACION Y MANTENIMIENTO DEL CENTRO ESCOLAR LA AMISTAD"
LICITACION POR REGISTRO,Adjudicado,,01/06/2021,15/06/2021 10:00:00 AM,09/09/2021 05:21:07 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE CALLE BARRIO EL PORVENIR (SECTOR LA ESCUELITA) / PROYECTO ADOQUINADO DE CALLE BARRIO EL PORVENIR (SECTOR LA ESCUELITA)"
LICITACION POR REGISTRO,Adjudicado,,01/06/2021,15/06/2021 10:00:00 AM,09/09/2021 10:41:52 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE CALLE FRENTE A LA ESCUELA COMUNIDAD EL CARRIZO/ PROYECTO ADOQUINADO DE CALLE FRENTE A LA ESCUELA COMUNIDAD EL CARRIZO"
LICITACION POR REGISTRO,Adjudicado,,01/06/2021,15/06/2021 10:00:00 AM,09/09/2021 04:07:20 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE CALLE FRENTE A LA CANCHA ALFREDO URROZ Y CALLE DE LOS CUBAS BARRIO SANTA TERESITA / PROYECTO ADOQUINADO DE CALLE FRENTE A LA CANCHA ALFREDO URROZ Y CALLE DE LOS CUBAS BARRIO SANTA TERESITA"
COMPRA POR COTIZACION MENOR,Adjudicado,,07/06/2021,11/06/2021 10:00:00 AM,30/08/2021 03:44:47 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO REPARACION Y MANTENIMIENTO DEL CENTRO ESCOLAR CARLOS FONSECA"
COMPRA POR COTIZACION MAYOR,Adjudicado,,01/06/2021,07/06/2021 10:00:00 AM,09/09/2021 10:07:53 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO COMPLETAMIENTO Y CONTINUIDAD DE CUNETAS EN 3 CUADRAS DE CALLE EN BO. NUEVO AMANECER"
COMPRA POR COTIZACION MAYOR,Adjudicado,,01/06/2021,07/06/2021 10:00:00 AM,12/08/2021 09:36:43 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO OBRAS DE MEJORAMIENTO DEL CAMPO 05 DE JUNIO"
COMPRA POR COTIZACION MAYOR,Adjudicado,,20/05/2021,26/05/2021 02:30:00 PM,17/11/2021 10:37:28 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE CALLE HORIZONTE AZUL / PROYECTO ADOQUINADO DE CALLE HORIZONTE AZUL"
COMPRA POR COTIZACION MAYOR,Adjudicado,,20/05/2021,26/05/2021 02:30:00 PM,17/11/2021 09:55:57 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DEL TULE HACIA EL MIRADOR EL CALVARIO / PROYECTO ADOQUINADO DEL TULE HACIA EL MIRADOR EL CALVARIO"
COMPRA POR COTIZACION MAYOR,Adjudicado,,20/05/2021,26/05/2021 02:30:00 PM,05/11/2021 10:55:31 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE CALLE FRENTE A LA ESCUELA COMUNIDAD LA ESTRELLITA / PROYECTO ADOQUINADO DE CALLE FRENTE A LA ESCUELA COMUNIDAD LA ESTRELLITA"
COMPRA POR COTIZACION MAYOR,Adjudicado,,20/05/2021,26/05/2021 02:30:00 PM,13/08/2021 09:51:30 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO CONTINUACION DE ADOQUINADO DE CALLE BARRIO MANUEL PIQUERA / PROYECTO CONTINUACION DE ADOQUINADO DE CALLE BARRIO MANUEL PIQUERA"
COMPRA POR COTIZACION MAYOR,Adjudicado,,20/05/2021,26/05/2021 02:30:00 PM,05/11/2021 11:16:50 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
ROYECTO ADOQUINADO DE CALLE COMUNIDAD EL TEPEYAC / PROYECTO ADOQUINADO DE CALLE COMUNIDAD EL TEPEYAC"
COMPRA POR COTIZACION MAYOR,Adjudicado,,20/05/2021,26/05/2021 02:30:00 PM,13/08/2021 11:49:09 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO CONTINUACION DE ADOQUINADO DE PUNTA ARENA HACIA LLANO GRANDE"
COMPRA POR COTIZACION MAYOR,Adjudicado,,20/05/2021,26/05/2021 10:00:00 AM,29/09/2021 09:27:20 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO MEJORAMIENTO DE MERCADO SUR"
COMPRA POR COTIZACION MENOR,Adjudicado,,21/05/2021,25/05/2021 10:00:00 AM,26/08/2021 04:14:07 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO MEJORAMIENTO CENTRO ESCOLAR LAS NUBES 2"
LICITACION POR REGISTRO,Adjudicado,,10/05/2021,24/05/2021 10:00:00 AM,24/08/2021 04:46:34 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO CONTINUACION DE ADOQUINADO Y OBRAS DE DRENAJE BARRIO SABADELL DEL CDI 1 CUADRA AL ESTE"
COMPRA POR COTIZACION MENOR,Adjudicado,,14/05/2021,18/05/2021 10:00:00 AM,23/06/2021 03:34:30 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Ferretería (31160000), Alambres, cables y arneses (26120000), Equipos, suministros y componentes eléctricos (39120000), Adhesivos y selladores (31200000)
compra de materiales eléctricos cargados al proyecto MEJORAMIENTO DE PARQUES CANCHAS Y CAMPOS DEPORTIVOS"
COMPRA POR COTIZACION MAYOR,Adjudicado,,10/05/2021,17/05/2021 10:00:00 AM,12/08/2021 09:12:39 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO CONTINUACION DE ADOQUINADO DE CALLE DEL CAMPO ELIAS ALONSO HACIA LLANTASA"
COMPRA POR COTIZACION MENOR,Adjudicado,,13/05/2021,17/05/2021 10:00:00 AM,17/11/2021 10:17:14 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO ANDEN JUNTO AL COSTADO OESTE DEL CAUCE BO. EL TULE"
COMPRA POR COTIZACION MENOR,Adjudicado,,13/05/2021,17/05/2021 10:00:00 AM,26/08/2021 04:06:13 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO OBRAS DE DRENAJES Y ANDENES COMUNIDAD LAS ESCALERAS 1"
COMPRA POR COTIZACION MAYOR,Adjudicado,,10/05/2021,17/05/2021 10:00:00 AM,28/09/2021 11:12:12 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO MEJORAMIENTO DE MERCADO NORTE"
COMPRA POR COTIZACION MENOR,Adjudicado,,13/05/2021,17/05/2021 10:00:00 AM,26/08/2021 04:32:08 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO CONSTRUCCION DE CAUCE EN COM. SANTA EMILIA"
COMPRA POR COTIZACION MENOR,Adjudicado,,13/05/2021,17/05/2021 10:00:00 AM,09/07/2021 11:50:08 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE DOS TRAMOS DE CALLE: LA PRIMERA COSTADO ESTE DE LA ESCUELA JUAN XXIII Y LA SEGUNDA DE LA ESCUELA JUAN XXIII 50 METROS AL ESTE Y LUEGO AL SUR BO, FRANCISCO MORENO NO. 1"
COMPRA POR COTIZACION MENOR,Adjudicado,,13/05/2021,17/05/2021 10:00:00 AM,20/07/2021 11:17:48 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO REPARACION Y MANTENIMIENTO DEL CENTRO ESCOLAR APANTE GRANDE"
COMPRA POR COTIZACION MENOR,Adjudicado,,13/05/2021,17/05/2021 10:00:00 AM,11/11/2021 08:43:57 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO CONSTRUCCION DE LOSETAS SOBRE CAUCE DEL BO. EDMUNDO CASTELLON"
COMPRA POR COTIZACION MAYOR,Adjudicado,,10/05/2021,17/05/2021 10:00:00 AM,14/12/2021 11:54:25 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE CALLE COMUNIDAD LA GRANJA SECTOR LA ESCUELA (1 CUADRA)"
COMPRA POR COTIZACION MENOR,Adjudicado,,30/04/2021,04/05/2021 10:00:00 AM,20/05/2021 03:01:49 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Tierra y piedra (11110000)
compra de material de construcción para el proyecto CONTINUACION DE HUELLAS EN COM. SAN NICOLAS"
COMPRA POR COTIZACION MENOR,Adjudicado,,30/04/2021,04/05/2021 10:00:00 AM,09/07/2021 03:21:07 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO CONSTRUCCION DE PILA DE ALMACENAMIENTO DE AGUA POTABLE COM. APANTE GRANDE"
COMPRA POR COTIZACION MENOR,Adjudicado,,30/04/2021,04/05/2021 10:00:00 AM,26/08/2021 03:53:35 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE 1 CUADRA DE CALLE EN COM. LAS CAÑAS NO. 2"
COMPRA POR COTIZACION MENOR,Adjudicado,,30/04/2021,04/05/2021 10:00:00 AM,03/09/2021 08:28:29 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Instalaciones de plomería (30180000)
PROYECTO CONSTRUCCION DE LETRINAS COM. LA LABRANZA"
COMPRA POR COTIZACION MENOR,Adjudicado,,30/04/2021,04/05/2021 10:00:00 AM,25/11/2021 11:30:11 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Instalaciones de plomería (30180000)
PROYECTO CONSTRUCCION DE LETRINAS COM. SAN PEDRO DE SUSUMA/PROYECTO CONSTRUCCION DE LETRINAS COM. LOS LIPES"
COMPRA POR COTIZACION MENOR,Adjudicado,,30/04/2021,04/05/2021 10:00:00 AM,20/07/2021 08:31:34 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO REPARACION Y MANTENIMIENTO DEL CENTRO ESCOLAR PUEBLO VIEJO"
COMPRA POR COTIZACION MENOR,Adjudicado,,30/04/2021,04/05/2021 10:00:00 AM,09/07/2021 08:57:02 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO REPARACION Y MANTENIMIENTO DEL CENTRO ESCOLAR RUBEN DARIO, COMUNIDAD EL GUINEO"
COMPRA POR COTIZACION MAYOR,Adjudicado,,27/04/2021,04/05/2021 10:00:00 AM,28/09/2021 11:44:48 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO AMPLIACION DEL AREA DE EMERGENCIA DEL POLICLINICO TRINIDAD GUEVARA"
COMPRA POR COTIZACION MENOR,Adjudicado,,30/04/2021,04/05/2021 10:00:00 AM,26/11/2021 11:54:18 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Instalaciones de plomería (30180000)
PROYECTO CONSTRUCCION DE LETRINAS SECTOR LOS RAMOS COM. OCALCA"
COMPRA POR COTIZACION MAYOR,Adjudicado,,26/04/2021,04/05/2021 10:00:00 AM,26/08/2021 04:48:31 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO ADOQUINADO DE 1. C DE CALLE EN COLONIA NUEVO AMANECER - SOLINGALPA"
COMPRA POR COTIZACION MENOR,Adjudicado,,30/04/2021,04/05/2021 10:00:00 AM,09/07/2021 02:16:23 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Instalaciones de plomería (30180000)
PROYECTO CONSTRUCCION DE LETRINAS COM. OCOTE PUEBLO VIEJO/PROYECTO CONSTRUCCION DE LETRINAS COM. APATITE NO 1"
COMPRA POR COTIZACION MENOR,Adjudicado,,27/04/2021,01/05/2021 10:00:00 AM,28/05/2021 11:16:26 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Pinturas y bases y acabados (31210000)
compra de thiner para el proyecto señalización vial"
CONTRATACION SIMPLIFICADA,Adjudicado,,26/04/2021,30/04/2021 10:00:00 AM,02/12/2021 10:28:54 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO OBRAS COMPLEMENTARIAS AL ESTADIO DE FUTBOL CARLOS FONSECA AMADOR/ CONSTRUCCION DE KIOSCO"
COMPRA POR COTIZACION MENOR,Adjudicado,,15/04/2021,19/04/2021 10:00:00 AM,05/08/2021 10:41:48 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO CONSTRUCCION DE GRADAS Y ANDENES EN EL BO. NUEVO AMANECER SECTOR 4"
CONTRATACION SIMPLIFICADA,Adjudicado,,13/04/2021,19/04/2021 10:00:00 AM,03/12/2021 08:42:42 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO CONSTRUCCION DE ESTADIO MUNICIPAL DE FUTBOLL CARLOS FONSECA AMADOR/ componente obras complementarias"
COMPRA POR COTIZACION MAYOR,Adjudicado,,13/04/2021,19/04/2021 10:00:00 AM,13/10/2021 04:56:02 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO CONSTRUCCION DE GAVIONES"
CONTRATACION SIMPLIFICADA,Adjudicado,,13/04/2021,19/04/2021 10:00:00 AM,24/08/2021 02:35:22 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO CONTINUACION DE CAUCE BO EL PORVENIR"
CONTRATACION SIMPLIFICADA,Adjudicado,,13/04/2021,19/04/2021 10:00:00 AM,25/08/2021 10:00:20 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO TECHADO DE CANCHA DEL BO. CARLOS ROQUE"
COMPRA POR COTIZACION MENOR,Adjudicado,,15/04/2021,19/04/2021 10:00:00 AM,23/04/2021 04:01:15 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Ferretería (31160000), Herramientas de mano (27110000)
compra de materiales ferreteros para el proyecto señalización vial"
COMPRA POR COTIZACION MENOR,Adjudicado,,15/04/2021,19/04/2021 10:00:00 AM,20/07/2021 08:46:02 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO MANTENIMIENTO CENTRO ESCOLAR MOLINO NORTE"
COMPRA POR COTIZACION MENOR,Adjudicado,,15/04/2021,19/04/2021 10:00:00 AM,05/07/2021 10:28:58 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO CONSTRUCCION DE GRADAS Y ANDENES EN DOS SECTORES DEL BO AQUILES BONUCCI"
COMPRA POR COTIZACION MENOR,Adjudicado,,15/04/2021,19/04/2021 10:00:00 AM,09/07/2021 02:47:15 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO CONSTRUCCION DE GRADAS Y ANDENES EN EL BO TAMBOR 2"
COMPRA POR COTIZACION MENOR,Adjudicado,,15/04/2021,19/04/2021 10:00:00 AM,20/07/2021 08:57:49 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO REPARACION Y MANTENIMIENTO DEL CENTRO CERRO EL PADRE 2"
COMPRA POR COTIZACION MENOR,Adjudicado,,15/04/2021,19/04/2021 10:00:00 AM,09/07/2021 04:06:07 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Estructuras y edificios permanentes (95120000)
PROYECTO CONSTRUCCION DE GRADAS Y ANDENES EN EL BO SABADELL"
